Sentence #,Word,Tag,Word_idx,Tag_idx
35,"['ngành', 'ngôn_ngữ', 'anh', 'theo', 'mức', 'điểm', '7,0_ielts', 'trở', 'lên']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O']","[108, 651, 690, 704, 43, 141, 138, 385, 399]","[3, 3, 3, 3, 3, 3, 0, 3, 3]"
348,"['làm', 'thế_nào', 'để', 'các', 'fresher', 'có_thể', 'phát_triển', 'được', 'các', 'kỹ_năng', 'và', 'kiến_thức', 'của', 'mình']","['O', 'O', 'O', 'O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[694, 518, 744, 561, 298, 620, 487, 351, 561, 300, 93, 317, 466, 196]","[3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
346,"['một', 'điều', 'quan_trọng', 'nữa', 'mà', 'các', 'fresher', 'nên', 'cố_gắng', 'thực_hiện', 'tốt', 'chính', 'là', 'hoàn_thành', 'công_việc', 'được', 'giao', 'một_cách', 'đúng', 'thời_hạn']","['O', 'O', 'O', 'O', 'O', 'O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[750, 511, 430, 640, 722, 561, 298, 555, 478, 193, 235, 415, 294, 66, 433, 351, 10, 540, 56, 563]","[3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
62,"['bài', 'thi', 'hsk', 'có', 'bao_nhiêu', 'phần']","['O', 'O', 'E-bang_cap', 'O', 'O', 'O']","[447, 543, 788, 169, 461, 735]","[3, 3, 0, 3, 3, 3]"
207,"['chỉ', 'với', '2', 'triệu', 'đồng', 'thành_thạo', 'ngôn_ngữ', 'java']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu']","[185, 790, 499, 381, 372, 497, 651, 64]","[3, 3, 3, 3, 3, 3, 3, 4]"
40,"['chứng_chỉ', 'tiếng', 'hàn', 'là', 'topik']","['O', 'O', 'O', 'O', 'E-bang_cap']","[471, 474, 400, 294, 250]","[3, 3, 3, 3, 0]"
298,"['lợi_ích', 'của', 'tester', 'trong', 'dự_án']","['O', 'O', 'E-job', 'O', 'O']","[408, 466, 27, 700, 194]","[3, 3, 2, 3, 3]"
162,"['tau', 'mới', 'mua', 'nó', 'tháng_3', 'năm', 'vừa_rồi']","['O', 'O', 'O', 'O', 'E-thang', 'O', 'O']","[32, 74, 112, 500, 414, 41, 671]","[3, 3, 3, 3, 1, 3, 3]"
22,"['toeic', 'có', 'thời_hạn', 'trong', 'vòng', '2', 'năm']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O']","[190, 169, 563, 700, 488, 499, 41]","[0, 3, 3, 3, 3, 3, 3]"
324,"['chồng', 'mày', 'là', 'coder', 'à']","['O', 'O', 'O', 'E-job', 'O']","[187, 264, 294, 739, 639]","[3, 3, 3, 2, 3]"
342,"['fresher', 'là', 'vị_trí', 'cao', 'hơn', 'intership', 'nhưng', 'thấp', 'hơn', 'junior']","['E-job', 'O', 'O', 'O', 'O', 'E-job', 'O', 'O', 'O', 'E-job']","[298, 294, 711, 436, 40, 78, 147, 747, 40, 92]","[2, 3, 3, 3, 3, 2, 3, 3, 3, 2]"
371,"['năm', '1975', 'việt', 'nam', 'hoàn_toàn', 'độc_lập', 'nhân_dân', 'hai', 'miền', 'hân_hoan']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[41, 603, 803, 321, 358, 285, 528, 340, 502, 579]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
76,"['đổi', 'điểm', 'toiec', 'chưa', 'mày', 'ơi']","['O', 'O', 'E-bang_cap', 'O', 'O', 'O']","[347, 141, 388, 42, 264, 68]","[3, 3, 0, 3, 3, 3]"
63,"['bao_nhiêu', 'lâu', 'để', 'đạt', 'được', 'hsk_5']","['O', 'O', 'O', 'O', 'O', 'E-bang_cap']","[461, 120, 744, 48, 351, 349]","[3, 3, 3, 3, 3, 0]"
238,"['giờ', 'vào', 'làm', 'là', 'bị', 'bắt', 'học', 'android', 'đấy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[262, 712, 694, 294, 677, 668, 82, 628, 629]","[3, 3, 3, 3, 3, 3, 3, 4, 3]"
336,"['misa', 'tuyển_dụng', 'fresher']","['O', 'O', 'E-job']","[544, 678, 298]","[3, 3, 2]"
307,"['chưa', 'học', 'lập_trình', 'có', 'học', 'tester', 'được', 'không', '?']","['O', 'O', 'O', 'O', 'O', 'E-job', 'O', 'O', 'O']","[42, 82, 661, 169, 82, 27, 351, 324, 307]","[3, 3, 3, 3, 3, 2, 3, 3, 3]"
151,"['tau', 'vừa', 'thi', 'tháng_trước', 'rồi']","['O', 'O', 'O', 'E-thang', 'O']","[32, 802, 543, 85, 83]","[3, 3, 3, 1, 3]"
263,"['tôi', 'muốn', 'vào', 'mảng', 'nào', 'làm', 'web', 'ý']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[308, 459, 712, 240, 104, 694, 752, 589]","[3, 3, 3, 3, 3, 3, 4, 3]"
273,"['tester', 'làm', 'những', 'gì', '?']","['E-job', 'O', 'O', 'O', 'O']","[27, 694, 244, 749, 307]","[2, 3, 3, 3, 3]"
183,"['tháng_củ_mật', 'là', 'tháng', 'mấy']","['E-thang', 'O', 'O', 'O']","[536, 294, 596, 46]","[1, 3, 3, 3]"
278,"['tester', 'cần', 'những', 'kĩ_năng', 'gì', '?']","['E-job', 'O', 'O', 'O', 'O', 'O']","[27, 168, 244, 216, 749, 307]","[2, 3, 3, 3, 3, 3]"
264,"['tôi', 'có', 'học', 'code', 'web', 'được', 'không', 'hay', 'phải', 'theo', 'android']","['O', 'O', 'O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu']","[308, 169, 82, 153, 752, 351, 324, 452, 161, 704, 628]","[3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4]"
355,"['hiện_tại', 'công_ty', 'mình', 'cần', 'các', 'bạn', 'chuyên', 'về', 'web']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-job']","[391, 679, 196, 168, 561, 601, 625, 769, 752]","[3, 3, 3, 3, 3, 3, 3, 3, 2]"
90,"['thầy', 'nam', 'đi', 'du_học', 'có', '650_toeic', 'thôi']","['O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[523, 321, 319, 242, 169, 81, 797]","[3, 3, 3, 3, 3, 0, 3]"
184,"['tháng_năm', 'là', 'may']","['E-thang', 'O', 'O']","[490, 294, 649]","[1, 3, 3]"
361,"['tau', 'cũng', 'không', 'biết', 'sống', 'sao', 'cho', 'vừa_lòng', 'thiên_hạ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[32, 687, 324, 645, 123, 411, 95, 363, 365]","[3, 3, 3, 3, 3, 3, 3, 3, 3]"
75,"['450_toiec', 'có', 'đổi', 'ra', 'được', 'a', '+', 'không']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[389, 169, 347, 288, 351, 641, 392, 324]","[0, 3, 3, 3, 3, 3, 3, 3]"
143,"['tháng_này', 'chưa', 'kịp', 'làm', 'gì', 'đã', 'hết', 'tháng']","['E-thang', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[218, 42, 86, 694, 749, 617, 49, 596]","[1, 3, 3, 3, 3, 3, 3, 3]"
234,"['tôi', 'thích', 'code', 'c_+_+', 'thôi']","['O', 'O', 'O', 'E-ngon_ngu', 'O']","[308, 708, 153, 789, 797]","[3, 3, 3, 4, 3]"
145,"['tháng_mười', 'hai', 'cưới', 'à']","['E-thang', 'O', 'O', 'O']","[207, 340, 245, 639]","[1, 3, 3, 3]"
154,"['còn', 'vài', 'ngày', 'nữa', 'là', 'rằm', 'tháng_8']","['O', 'O', 'O', 'O', 'O', 'O', 'E-thang']","[680, 63, 274, 640, 294, 491, 473]","[3, 3, 3, 3, 3, 3, 1]"
351,"['phân_biệt', 'sự', 'khác', 'nhau', 'giữa', 'streamer', 'và', 'youtuber']","['O', 'O', 'O', 'O', 'O', 'E-job', 'O', 'E-job']","[549, 464, 784, 475, 504, 127, 93, 219]","[3, 3, 3, 3, 3, 2, 3, 2]"
331,"['kiến_thức', 'cần', 'biết', 'về', 'fresher']","['O', 'O', 'O', 'O', 'E-job']","[317, 168, 645, 769, 298]","[3, 3, 3, 3, 2]"
37,"['hsk', 'là', 'chứng_chỉ', 'ngoại_ngữ', 'tiếng', 'trung']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O']","[788, 294, 471, 418, 474, 498]","[0, 3, 3, 3, 3, 3]"
167,"['từ', 'tháng_5', 'nước', 'ta', 'đổi', 'tên', 'là', 'đại', 'ngu']","['O', 'E-thang', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[602, 149, 634, 805, 347, 223, 294, 160, 630]","[3, 1, 3, 3, 3, 3, 3, 3, 3]"
210,"['tuyển', 'lập_trình_viên', 'python', 'lương', 'upto', '2000', '$', 'không', 'yêu_cầu', 'kinh_nghiệm']","['O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[163, 531, 345, 111, 707, 175, 775, 324, 660, 521]","[3, 3, 4, 3, 3, 3, 3, 3, 3, 3]"
373,"['nếu', 'mai', 'này', 'chúng_ta', 'già', 'lala']","['O', 'O', 'O', 'O', 'O', 'O']","[731, 729, 191, 740, 635, 69]","[3, 3, 3, 3, 3, 3]"
150,"['tháng_sau', 'lớp', 'tiếng', 'anh', 'khai_giảng', 'nhé']","['E-thang', 'O', 'O', 'O', 'O', 'O']","[458, 251, 474, 690, 647, 448]","[1, 3, 3, 3, 3, 3]"
52,"['học', 'topik', 'ở', 'trần', 'minh', 'hưng', 'được', 'không']","['O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O']","[82, 250, 252, 170, 100, 592, 351, 324]","[3, 0, 3, 3, 3, 3, 3, 3]"
252,"['đồ_án', 'là', 'phải', 'làm', 'ứng_dụng', 'android', 'đấy']","['O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[21, 294, 161, 694, 567, 628, 629]","[3, 3, 3, 3, 3, 4, 3]"
185,"['việt', 'và', 'hải', 'đã', 'khai', 'một', 'tháng_qua', 'đã', 'gây_án', 'liên_tiếp', 'tại', 'hải_phòng']","['O', 'O', 'O', 'O', 'O', 'O', 'E-thang', 'O', 'O', 'O', 'O', 'O']","[803, 93, 51, 617, 615, 750, 501, 617, 336, 793, 118, 209]","[3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3]"
266,"['tao', 'ngu', 'code', 'java', 'lắm']","['O', 'O', 'O', 'E-ngon_ngu', 'O']","[508, 630, 153, 64, 378]","[3, 3, 3, 4, 3]"
123,"['tháng_tư', 'loa_kèn', 'mỏng_manh', 'những', 'góc_phố', 'con', 'đường', 'quen']","['E-thang', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[370, 395, 644, 244, 672, 460, 171, 575]","[1, 3, 3, 3, 3, 3, 3, 3]"
220,"['công_ty', 'mình', 'còn', 'tuyển', 'dev', 'java', 'không']","['O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[679, 196, 680, 163, 792, 64, 324]","[3, 3, 3, 3, 3, 4, 3]"
291,"['thử_thách', 'của', 'nghề', 'tester', 'mà', 'ai', 'cũng', 'phải', 'trải', 'qua']","['O', 'O', 'O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O']","[382, 466, 188, 27, 722, 1, 687, 161, 268, 200]","[3, 3, 3, 2, 3, 3, 3, 3, 3, 3]"
91,"['biết', 'thế', 'hồi', 'năm', 'nhất', 'tau', 'thi', 'mẹ', 'toiec', 'cho', 'rồi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O']","[645, 706, 546, 41, 780, 32, 543, 587, 388, 95, 83]","[3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3]"
87,"['bọn', 'sinh_viên', 'ngoại_ngữ', 'toàn', 'ielts_7', 'chấm']","['O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[659, 770, 418, 55, 248, 434]","[3, 3, 3, 3, 0, 3]"
27,"['bài', 'thi', 'toefl', 'kéo_dài', 'trong', '4', 'giờ', 'và', 'gồm', 'có', '4', 'phần']","['O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[447, 543, 623, 405, 700, 539, 262, 93, 199, 169, 539, 735]","[3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
21,"['toeic', 'bắt_đầu', 'được', 'tổ_chức', 'thi', 'từ', 'năm', '2001', 'thông_qua', 'đại_diện', 'là', 'toeic', 'việt', 'nam', '(', 'iig', ')']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[190, 91, 351, 605, 543, 602, 41, 35, 795, 732, 294, 190, 803, 321, 17, 125, 606]","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
110,"['tháng_mấy', 'được', 'nghỉ_hè']","['E-thang', 'O', 'O']","[310, 351, 330]","[1, 3, 3]"
217,"['code', 'python', 'lương', 'cao', 'vãi']","['O', 'E-ngon_ngu', 'O', 'O', 'O']","[153, 345, 111, 436, 13]","[3, 4, 3, 3, 3]"
247,"['năm', 'nhất', 'phải', 'học', 'c', 'mà']","['O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[41, 780, 161, 82, 697, 722]","[3, 3, 3, 3, 4, 3]"
212,"['học', 'python', 'cho', 'tiện']","['O', 'E-ngon_ngu', 'O', 'O']","[82, 345, 95, 139]","[3, 4, 3, 3]"
280,"['tester', 'lương', 'bao_nhiêu', '?']","['E-job', 'O', 'O', 'O']","[27, 111, 461, 307]","[2, 3, 3, 3]"
230,"['nếu', 'bắt', 'code', 'android', 'thì', 'bỏ', 'làm']","['O', 'O', 'O', 'E-ngon_ngu', 'O', 'O', 'O']","[731, 668, 153, 628, 254, 761, 694]","[3, 3, 3, 4, 3, 3, 3]"
224,"['tao', 'muốn', 'học', 'python', 'để', 'học', 'ai', 'cho', 'tiện']","['O', 'O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O', 'O']","[508, 459, 82, 345, 744, 82, 1, 95, 139]","[3, 3, 3, 4, 3, 3, 3, 3, 3]"
347,"['các', 'fresher', 'cũng', 'nên', 'tham_gia', 'vào', 'các', 'hoạt_động', 'của', 'công_ty', 'hoặc', 'năng_động', 'hơn', 'trong', 'các', 'buổi', 'gặp_gỡ', 'các', 'thành_viên', 'trong', 'công_ty']","['O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[561, 298, 687, 555, 655, 712, 561, 59, 466, 679, 204, 166, 40, 700, 561, 439, 776, 561, 228, 700, 679]","[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
365,"['yêu', 'không', 'yêu', 'xin', 'nói', 'một', 'câu']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[364, 324, 364, 20, 692, 750, 627]","[3, 3, 3, 3, 3, 3, 3]"
174,"['nước', 'việt', 'nam', 'dân_chủ', 'cộng', 'hòa', 'từ', 'sau', 'ngày', '2-9-1945', 'đến', 'trước', 'ngày', '19-12-1946']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-thang', 'O', 'O', 'O', 'E-thang']","[634, 803, 321, 133, 197, 772, 602, 150, 274, 227, 62, 663, 274, 259]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1]"
100,"['mi', 'chỉ', 'tau', 'mấy', 'chỗ', 'mi', 'học', 'hsk', 'đi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[767, 185, 32, 46, 318, 767, 82, 788, 319]","[3, 3, 3, 3, 3, 3, 3, 0, 3]"
176,"['tháng_tư', 'này', 'có', 'sinh_nhật', 'bạn', 'hòa', 'và', 'bạn', 'lan', 'anh']","['E-thang', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[370, 191, 169, 255, 601, 772, 93, 601, 131, 690]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
180,"['tháng_11', 'và', 'tháng_12', 'tau', 'đi', 'thực_tập', 'viettel', 'đã']","['E-thang', 'O', 'E-thang', 'O', 'O', 'O', 'O', 'O']","[184, 93, 177, 32, 319, 403, 386, 617]","[1, 3, 1, 3, 3, 3, 3, 3]"
94,"['tau', 'vừa', 'đăng_kí', 'lớp', 'tiếng', 'hàn', 'topik_4', 'ở', 'chỗ', 'chị', 'thảo', 'mi', 'à']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O']","[32, 802, 239, 251, 474, 400, 201, 252, 318, 206, 426, 767, 639]","[3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3]"
292,"['khi', 'đã', 'định_hướng', 'trở_thành', 'tester', 'thì', 'các', 'bạn', 'sẽ', 'có', 'những', 'bước', 'thằng', 'tiến', 'nào', 'tiếp_theo']","['O', 'O', 'O', 'O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[801, 617, 115, 438, 27, 254, 561, 601, 719, 169, 244, 808, 631, 176, 104, 548]","[3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
262,"['tôi', 'có', 'hai', 'năm', 'kinh_nghiệm', 'code', 'web', 'bằng', 'php']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O', 'E-ngon_ngu']","[308, 169, 340, 41, 521, 153, 752, 564, 179]","[3, 3, 3, 3, 3, 3, 4, 3, 4]"
65,"['chứng_chỉ_ngoại_ngữ', 'nào', 'cần', 'cho', 'du_học', 'pháp']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O']","[215, 104, 168, 95, 242, 129]","[0, 3, 3, 3, 3, 3]"
23,"['toeic', 'dành', 'cho', 'mọi', 'đối_tượng']","['E-bang_cap', 'O', 'O', 'O', 'O']","[190, 705, 95, 449, 332]","[0, 3, 3, 3, 3]"
53,"['trung_tâm', 'ielts', 'nào', 'tốt', 'nhất']","['O', 'E-bang_cap', 'O', 'O', 'O']","[476, 748, 104, 235, 780]","[3, 0, 3, 3, 3]"
226,"['ruby', 'là', 'ngôn_ngữ', 'khỉ', 'gì']","['E-ngon_ngu', 'O', 'O', 'O', 'O']","[230, 294, 651, 662, 749]","[4, 3, 3, 3, 3]"
209,"['khai_giảng', 'khóa', 'học', 'java', 'chỉ', 'với', '2', 'triệu', 'đồng', 'cho', 'người', 'mới', 'bắt_đầu']","['O', 'O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[647, 520, 82, 64, 185, 790, 499, 381, 372, 95, 568, 74, 91]","[3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
277,"['muốn', 'làm', 'tester', 'thì', 'cần', 'học', 'những', 'gì', '?']","['O', 'O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O']","[459, 694, 27, 254, 168, 82, 244, 749, 307]","[3, 3, 2, 3, 3, 3, 3, 3, 3]"
182,"['bầu_cử', 'tổng_thống', 'mỹ', 'tháng_này', 'à']","['O', 'O', 'O', 'E-thang', 'O']","[346, 470, 441, 218, 639]","[3, 3, 3, 1, 3]"
304,"['những', 'hiếu', 'biết', 'cần_thiết', 'về', 'nghề', 'tester']","['O', 'O', 'O', 'O', 'O', 'O', 'E-job']","[244, 416, 645, 783, 769, 188, 27]","[3, 3, 3, 3, 3, 3, 2]"
257,"['mày', 'tự', 'học', 'python', 'à']","['O', 'O', 'O', 'E-ngon_ngu', 'O']","[264, 557, 82, 345, 639]","[3, 3, 3, 4, 3]"
321,"['thực_tập_sinh_ai', 'có', 'tuyển', 'không', 'ạ']","['E-job', 'O', 'O', 'O', 'O']","[73, 169, 163, 324, 686]","[2, 3, 3, 3, 3]"
33,"['học', 'ielts', 'ngay', 'để', 'săn', 'học_bổng', 'bởi', 'tiêu_chuẩn', 'hồ_sơ', 'du_học', 'phải', 'có', 'chứng_chỉ', 'ít_nhất', '5.0_-_6.5_ielts', '.']","['O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[82, 748, 542, 744, 401, 407, 609, 37, 101, 242, 161, 169, 471, 570, 527, 562]","[3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3]"
51,"['nên', 'học', 'toiec', 'ở', 'nơi', 'nào']","['O', 'O', 'E-bang_cap', 'O', 'O', 'O']","[555, 82, 388, 252, 696, 104]","[3, 3, 0, 3, 3, 3]"
193,"['bên', 'mình', 'cần', 'tuyển', 'thực_tập_sinh', 'java']","['O', 'O', 'O', 'O', 'O', 'E-ngon_ngu']","[71, 196, 168, 163, 691, 64]","[3, 3, 3, 3, 3, 4]"
54,"['các', 'top', 'trung_tâm', 'ielts', 'trên', 'hà_nội', 'nào', 'nổi_tiếng']","['O', 'O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'O']","[561, 327, 476, 748, 178, 618, 104, 352]","[3, 3, 3, 0, 3, 3, 3, 3]"
57,"['một', 'khóa', 'học', 'hsk', 'tầm', 'bao_nhiêu', 'tiền']","['O', 'O', 'O', 'E-bang_cap', 'O', 'O', 'O']","[750, 520, 82, 788, 417, 461, 424]","[3, 3, 3, 0, 3, 3, 3]"
316,"['thiết_kế_đồ_họa', 'công_ty', 'có', 'job', 'không', 'ạ']","['E-job', 'O', 'O', 'O', 'O', 'O']","[26, 679, 169, 208, 324, 686]","[2, 3, 3, 3, 3, 3]"
81,"['bên', 'viettel', 'yêu_cầu', 'tối_thiểu', 'toeic_450', 'đó']","['O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[71, 386, 660, 124, 545, 524]","[3, 3, 3, 3, 0, 3]"
134,"['tháng_tư', 'là', 'lời_nói', 'rối', 'của', 'em']","['E-thang', 'O', 'O', 'O', 'O', 'O']","[370, 294, 637, 656, 466, 119]","[1, 3, 3, 3, 3, 3]"
26,"['ielts', 'cũng', 'sẽ', 'có', 'hiệu_lực', 'trong', 'vòng', '2', 'năm', '.']","['E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[748, 687, 719, 169, 337, 700, 488, 499, 41, 562]","[0, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
366,"['hay', 'là', 'mình', 'cứ', 'bất_chấp', 'hết', 'yêu', 'nhau', 'đi', 'anh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[452, 294, 196, 674, 284, 49, 364, 475, 319, 690]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
120,"['tháng_giêng', 'hoa_đào', 'bừng', 'nở', 'đón', 'xuân', 'khoe', 'sắc', 'hồng', 'tươi']","['E-thang', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[703, 613, 236, 737, 105, 779, 89, 420, 577, 320]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
271,"['đang', 'có', 'khóa', 'học', 'java', 'hay', 'này']","['O', 'O', 'O', 'O', 'E-ngon_ngu', 'O', 'O']","[157, 169, 520, 82, 64, 452, 191]","[3, 3, 3, 3, 4, 3, 3]"
49,"['hàng', 'tháng', 'được', 'thêm', 'lương', 'khi', 'có', 'topik', 'mấy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[477, 596, 351, 271, 111, 801, 169, 250, 46]","[3, 3, 3, 3, 3, 3, 3, 0, 3]"
50,"['học', 'toiec', 'ở', 'đâu']","['O', 'E-bang_cap', 'O', 'O']","[82, 388, 252, 715]","[3, 0, 3, 3]"
330,"['fresher', 'thì', 'cần', 'học', 'gì']","['E-job', 'O', 'O', 'O', 'O']","[298, 254, 168, 82, 749]","[2, 3, 3, 3, 3]"
41,"['chứng_chỉ', 'ngôn_ngữ', 'phổ_biến', 'hsk', 'topik', 'toiec']","['O', 'O', 'O', 'E-bang_cap', 'E-bang_cap', 'E-bang_cap']","[471, 651, 343, 788, 250, 388]","[3, 3, 3, 0, 0, 0]"
5,"['viettel', 'cyberspace', 'center', 'đang', 'thực_hiện', 'các', 'dự_án', 'lớn', 'về', 'dpi', 'bigdata', 'ai', 'data_mining', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'E-ngon_ngu', 'E-ngon_ngu', 'O']","[386, 522, 394, 157, 193, 561, 194, 572, 769, 517, 425, 1, 246, 562]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3]"
146,"['sao', 'không', 'cưới', 'vào', 'tháng_bảy']","['O', 'O', 'O', 'O', 'E-thang']","[411, 324, 245, 712, 585]","[3, 3, 3, 3, 1]"
368,"['phong_ba', 'bão_táp', 'không', 'bằng', 'ngữ_pháp', 'việt', 'nam']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[45, 538, 324, 564, 646, 803, 321]","[3, 3, 3, 3, 3, 3, 3]"
283,"['kĩ_năng', 'để', 'trở_thành', 'tester', 'giỏi']","['O', 'O', 'O', 'E-job', 'O']","[216, 744, 438, 27, 134]","[3, 3, 3, 2, 3]"
152,"['tháng_8', 'trăng_tròn']","['E-thang', 'O']","[473, 258]","[1, 3]"
358,"['chuyển', 'qua', 'bên', 'kia', 'rồi', 'à']","['O', 'O', 'O', 'O', 'O', 'O']","[393, 200, 71, 710, 83, 639]","[3, 3, 3, 3, 3, 3]"
79,"['học', 'ielts', 'sau', 'còn', 'xin', 'đi', 'du_học']","['O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O']","[82, 748, 150, 680, 20, 319, 242]","[3, 0, 3, 3, 3, 3, 3]"
46,"['topik', 'có', 'bao_nhiêu', 'phần', 'thi']","['E-bang_cap', 'O', 'O', 'O', 'O']","[250, 169, 461, 735, 543]","[0, 3, 3, 3, 3]"
187,"['suốt', 'tháng_ba', 'tau', 'cố_gắng', 'cày', 'tiếng', 'anh']","['O', 'E-thang', 'O', 'O', 'O', 'O', 'O']","[316, 506, 32, 478, 132, 474, 690]","[3, 1, 3, 3, 3, 3, 3]"
284,"['những', 'cơ_hội', 'nghề_nghiệp', 'của', 'tester']","['O', 'O', 'O', 'O', 'E-job']","[244, 777, 782, 466, 27]","[3, 3, 3, 3, 2]"
127,"['trở', 'về', 'tuổi_thơ', 'hoa', 'soan', 'tháng_tám']","['O', 'O', 'O', 'O', 'O', 'E-thang']","[385, 769, 685, 326, 608, 590]","[3, 3, 3, 3, 3, 1]"
78,"['tau', 'với', 'mi', 'đi', 'học', 'ielts', 'đi']","['O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[32, 790, 767, 319, 82, 748, 319]","[3, 3, 3, 3, 3, 0, 3]"
147,"['tháng_bảy', 'toàn', 'mưa', 'không', 'à']","['E-thang', 'O', 'O', 'O', 'O']","[585, 55, 675, 324, 639]","[1, 3, 3, 3, 3]"
